# Dx, Dy, Lat, Lon, z, incidence, heading
      -25.000000000000000,        2.543918609619141,       63.605093483058056,      -19.403790965349174,      918.549005221868583,       38.222076047121831,     -258.172741699218761
      -25.000000000000000,        2.560700416564941,       63.605209448229736,      -19.402535055495878,      912.425177117820340,       38.226761308607166,     -258.173883056640648
      -25.000000000000000,        2.619802474975586,       63.605625079506787,      -19.404057734376185,      917.910535943486366,       38.221962075705058,     -258.172593068552544
      -25.000000000000000,        2.662950754165649,       63.605757648662639,      -19.402620688288152,      919.014994277762071,       38.227768124590867,     -258.173907470703114
      -25.000000000000000,        1.602761864662170,       63.605863315492279,      -19.407505861394640,      902.831193911842433,       38.208333939772388,     -258.169543457031239
      -25.000000000000000,        1.578651428222656,       63.606013891743288,      -19.405872798816183,      911.737833037054202,       38.215351775452326,     -258.171051025390625
      -25.000000000000000,        1.789135098457336,       63.606415932560353,      -19.401514397019895,      916.931639737039518,       38.233064328707179,     -258.175024414062477
      -25.000000000000000,        1.600160717964172,       63.606561342172583,      -19.399936898568104,      923.656094547320436,       38.239738363748074,     -258.176447807563534
      -25.000000000000000,        2.193083763122559,       63.606426888456610,      -19.407423956460079,      916.102857626129548,       38.210378177349384,     -258.169726562499989
      -25.000000000000000,        1.795635581016541,       63.606575950220403,      -19.405807354412602,      924.354797004853936,       38.217297040499176,     -258.171203613281250
      -25.000000000000000,        1.505192041397095,       63.606958275591055,      -19.401663909204935,      920.972122089520667,       38.233674064049353,     -258.174969482421886
      -25.000000000000000,        1.717279911041260,       63.607106442620271,      -19.400056297535315,      928.898687893525334,       38.240536675086389,     -258.176440429687489
      -25.000000000000000,        3.096093416213989,       63.606984211978563,      -19.407410194122384,      926.657201251629203,       38.212002429333360,     -258.169836425781227
      -25.000000000000000,        2.381726264953613,       63.607130289383392,      -19.405826094504622,      933.613699597520963,       38.218719105144118,     -258.171295166015625
      -25.000000000000000,        0.800993323326111,       63.607240795289115,      -19.404629804093553,      925.104202946647547,       38.223034248771242,     -258.172375488281205
      -25.000000000000000,        0.343214273452759,       63.607375843946080,      -19.403165655119764,      927.288603766807455,       38.229007762867013,     -258.173715243496702
      -25.000000000000000,        3.038516759872437,       63.607501833414048,      -19.407829398012140,      919.942015718929952,       38.210945213234027,     -258.169562505365718
      -25.000000000000000,        2.414422512054443,       63.607640203010654,      -19.406329375859169,      923.541535291769605,       38.217139380318784,     -258.170928955078125
