# Dx, Dy, Lat, Lon, z, incidence, heading
        0.781250000000000,        0.015625000000000,       63.583884944646321,      -19.440719258146082,      726.710448221775778,       38.022090911865234,     -258.132415771484375
        0.890625000000000,       -0.171875000000000,       63.584005354022814,      -19.439420263062161,      722.039679672395664,       38.027051934061603,     -258.133589286636152
        0.125000000000000,       -0.265625000000000,       63.584156244907028,      -19.437789924725863,      730.517375295936972,       38.034065263386864,     -258.135067977569179
        0.984375000000000,       -0.609375000000000,       63.584286553026992,      -19.436383044404050,      730.139128547706150,       38.039694277725559,     -258.136363563033456
        0.859375000000000,       -0.078125000000000,       63.584423280008913,      -19.434906237314081,      732.542361578873624,       38.045757327310838,     -258.137714537229840
        0.296875000000000,        0.375000000000000,       63.584531166269727,      -19.433742739006902,      722.517392664727822,       38.049876108043520,     -258.138779829252144
        0.625000000000000,        0.281250000000000,       63.584694940758226,      -19.431971575996151,      736.619116387025770,       38.057758583371331,     -258.140394437680698
        0.640625000000000,        0.031250000000000,       63.584827380770982,      -19.430540839601555,      737.215497351365684,       38.063533530886481,     -258.141698492781188
        0.493348121643066,       -0.008322000503540,       63.584966643586696,      -19.429035744342983,      740.772054373044966,       38.069767905752038,     -258.143055113401715
        0.234375000000000,        0.234375000000000,       63.585098106994195,      -19.427615280975569,      740.974592720587907,       38.075478625192517,     -258.144353253200734
        0.125000000000000,       -0.406250000000000,       63.585233832347086,      -19.426148296096798,      743.032269112254085,       38.081475010002237,     -258.145707319486519
        0.687500000000000,       -0.125000000000000,       63.585354555999452,      -19.424844316292820,      738.619351950981695,       38.086461743594271,     -258.146880834638296
        0.664062500000000,       -0.125000000000000,       63.585542670575933,      -19.422807044249193,      763.360111848292263,       38.095990622096124,     -258.148756254086948
        0.664062500000000,       -0.125000000000000,       63.585733017594947,      -19.420745135930343,      789.100230895383902,       38.105672407780453,     -258.150628581446199
        0.687500000000000,       -0.125000000000000,       63.585877169364522,      -19.419185614094474,      794.876534255132583,       38.112241518129863,     -258.152060084406003
        0.687500000000000,       -0.000000000000000,       63.586016676429338,      -19.417676444101890,      798.658604913970862,       38.118499571006204,     -258.153436467511028
        0.687500000000000,        0.125000000000000,       63.586159752384418,      -19.416128236432737,      804.002250041847674,       38.124996017254404,     -258.154854123287805
        0.562500000000000,       -0.031250000000000,       63.586299858887323,      -19.414612158098709,      808.075880510022444,       38.131294704218796,     -258.156241261486457
        0.765625000000000,       -0.234375000000000,       63.586425133966699,      -19.413257375862901,      805.736521597525098,       38.136594881570289,     -258.157475811794484
        0.468750000000000,        0.140625000000000,       63.586547394590013,      -19.411935266882033,      802.101914964660182,       38.141691602799334,     -258.158679844524386
        0.593750000000000,       -0.156250000000000,       63.586673177405196,      -19.410574654851768,      800.005863907430694,       38.147027473617754,     -258.159914394832356
        0.343750000000000,       -0.265625000000000,       63.586803750503492,      -19.409161714911733,      799.999872387476671,       38.152684468004672,     -258.161209980296690
        0.140625000000000,       -0.078125000000000,       63.586936617406991,      -19.407723623021855,      801.002474402783832,       38.158497579297304,     -258.162505565760966
        0.140625000000000,        0.062500000000000,       63.587069439307200,      -19.406285849982240,      801.999325791683532,       38.164309026911397,     -258.163831668803368
