# Dx, Dy, Lat, Lon, z, incidence, heading
      -21.220443725585938,       -0.660483598709106,       63.583801305136802,      -19.441599369872979,      726.731566808209095,       38.020702362060547,     -258.131652832031250
      -21.196060180664062,       -0.340367317199707,       63.583922854169998,      -19.440288060467473,      722.634897535591676,       38.025746663411461,     -258.132824814110506
      -21.159145355224609,        0.193842887878418,       63.584065546105023,      -19.438746889391226,      727.660896424502198,       38.032209965220666,     -258.134235047457480
      -21.033559799194336,        0.295079231262207,       63.584202010110587,      -19.437273197931489,      730.018335703114190,       38.038257398103411,     -258.135596024362655
      -20.687500000000000,       -0.140625000000000,       63.584334796945193,      -19.435839289697533,      730.804607808069932,       38.044059485719913,     -258.136890076754355
      -20.750000000000000,       -0.343750000000000,       63.584459945686682,      -19.434488230444870,      728.309485136766284,       38.049343979149540,     -258.138123093989861
      -20.969715118408203,        0.112464785575867,       63.584602170888047,      -19.432951393221529,      733.195001092518055,       38.055783723530013,     -258.139521548622497
      -20.989248275756836,        0.046661615371704,       63.584759461347630,      -19.431250572682917,      744.600622264560911,       38.063234228836862,     -258.141077409710817
      -20.922981262207031,       -0.317367792129517,       63.584871056194672,      -19.430046373522757,      736.293677955622002,       38.067610824317264,     -258.142164799205034
      -20.653373718261719,       -0.661027371883392,       63.585012967881816,      -19.428512380487167,      741.090591390467125,       38.074026810495475,     -258.143573961759898
      -20.320936203002930,       -0.806229889392853,       63.585147080783557,      -19.427063010543872,      742.533828472199957,       38.079920116223782,     -258.144898531729723
      -20.272407531738281,       -0.719909369945526,       63.585277090864892,      -19.425658093219194,      742.217687812424060,       38.085538094503839,     -258.146175451446027
      -20.750278472900391,        0.276220917701721,       63.586587881866897,      -19.411474372222028,      800.956559160363668,       38.145611411646790,     -258.159120793928196
      -20.621179580688477,        0.403091192245483,       63.586716073082393,      -19.410087449171918,      800.000000006639311,       38.151114614386309,     -258.160384328741770
      -20.641227722167969,        0.319054841995239,       63.586846289705917,      -19.408678305283161,      799.934827669538208,       38.156755347000924,     -258.161678381133527
      -20.633466720581055,        0.127770662307739,       63.586979134618673,      -19.407240365096559,      801.023557077270198,       38.162570618746571,     -258.162980999862896
      -20.605611801147461,       -0.085045099258423,       63.587111765032077,      -19.405804590514528,      802.032944997370009,       38.168373710230782,     -258.164297003495108
      -20.651176452636719,        0.004120588302612,       63.587246506543494,      -19.404345641898537,      803.973004553649389,       38.174320354796293,     -258.165624250445489
      -20.739305496215820,        0.335884332656860,       63.587374708063557,      -19.402957787068715,      803.085928874008232,       38.179825431422188,     -258.166885108278507
      -20.910541534423828,        0.783829450607300,       63.587491935155811,      -19.401689380519567,      797.441959266247295,       38.184592397589434,     -258.168057090357706
      -21.077886581420898,        1.117563486099243,       63.587621611777884,      -19.400285141559976,      797.219808837106370,       38.190196522495199,     -258.169329726905175
      -21.008247375488281,        1.048563957214355,       63.587777548319686,      -19.398594469084514,      808.430431158024703,       38.197576556289405,     -258.170880234032325
      -20.737100601196289,        0.618933677673340,       63.587932037756140,      -19.396919337156774,      819.032492693367658,       38.204861088802943,     -258.172400223581405
